fit,user_id,bust_size,item_id,weight,rating,rented_for,review_text,body_type,review_summary,category,height,size,age,review_date,sent_score,cluster,fit_type,body_type_encoded,fit_type_encoded
fit,884345,32c,2686855,130.0,10.0,work,"This top was really comfortable to wear to work with unique detailing and comfortable feel. Wore it with black pants and a cardigan, but also removed the cardigan and work and felt that the top was appropriate. As is evident, it doesn't flatter the midsection but flows well and looks nice.",pear,Comfortable and cool,top,60.0,4,33.0,2016-05-05,3.0,2,large,4,1
small,912090,34b,182915,108.0,8.0,wedding,"The dress fit like a glove - I wore the 6, and had the 4 as a back-up.  I can wear anything from a size 2-4-6.  I'd say the dress runs on the smaller side, so if you're in doubt about which way to go, go up a size.",petite,"I got many compliments on the dress, and was one of about 5 people who wore a color other than black",dress,62.0,12,56.0,2014-10-01,2.0,1,small,5,2
fit,557692,34b,2478188,135.0,10.0,party,It can be a little short although it has shorts. But really cute with the sleeve rolled up. ,hourglass,Was comfortable but cute for my Karaoke party.,romper,65.0,4,33.0,2016-06-12,4.0,2,large,3,1
fit,302239,36d,1551720,165.0,10.0,wedding,This dress fit perfectly. No issue in the hip area. It was a little snug in the waist but not terrible - the top fit perfectly and I am a 36DD. Really pretty in person and just a fun dress to wear!!,hourglass,Great dress! Lots of compliments! ,dress,62.0,24,31.0,2017-07-17,5.0,1,small,3,2
fit,979614,34b,1420770,155.0,10.0,wedding,"Flattering fit, comfortable, great color",pear,So many compliments!,dress,61.0,12,26.0,2014-11-03,2.0,1,small,4,2
fit,29297,34d+,834814,160.0,8.0,formal affair,I wish I had the long but it still covered my shoes. ,full bust,Excellent fit and very comfortable dressing. I have large bust and the dress fit perfectly. ,gown,67.0,24,52.0,2017-05-09,10.0,2,large,2,1
fit,649685,32b,1010328,138.0,10.0,formal affair,"The dress fit like a glove. Ordered a 4 and 6...both fit but went with the larger size. Fabric is thick so it's very forgiving and flattering. Easy to put on, no zippers...just step into it! ",pear,The dress was absolutely gorgeous!,gown,64.0,12,29.0,2017-01-22,0.0,1,small,4,2
fit,878547,34b,2202458,132.0,8.0,everyday,"Comfy, cute, and classic. I would recommend. ",athletic,"Such a fun print. 
",romper,63.0,12,39.0,2017-12-07,4.0,2,large,1,1
small,965253,36d,130259,180.0,6.0,wedding,"I tried this dress on at the showroom at Henri Bendel, and after not finding anything I loved, I chose this as my last resort. When the dress arrived, it fit great, however it ended up being a little TOO sparkly for my event. The wedding was black tie casual, however I was a guest of my boyfriends, and felt it would have drawn too much attention. I would DEFINITELY rent this for a New Years Eve, or holiday cocktail party, it would be perfect for that type of occasion, especially if you do not like to draw lots of attention! Fit great, low cut V-neck and nicely fit throughout hips, waist etc. ",pear,"Sparkly Sequin Dress, ended up being a little too much sparkle!",dress,70.0,24,30.0,2013-10-28,3.0,2,large,4,1
fit,855683,34b,123793,115.0,10.0,formal affair,"I wore this dress to my School of Pharmacy Centennial Gala. It definitely stood out, and I received so many compliments from colleagues and strangers. Many commented that it was their favorite dress of the evening. The dress was in excellent condition, and the color was gorgeous. The back was my favorite part.  I usually wear a size 2, but the 0 fit like a glove.  Plenty of room and hugs every curve! I loved this dress and would recommend it to anyone!",athletic,Absolutely gorgeous! Compliments all night long!,gown,62.0,1,27.0,2014-06-16,2.0,1,small,1,2
fit,344452,36dd,938882,130.0,4.0,everyday,"boxy and weird. oversized in shoulders even though i have broad shoulders, and tight in chest. not great for woman with curves. ",hourglass,"awkward shape for curvy bodies, even in the larger sizes. ",dress,64.0,24,30.0,2017-12-05,-2.0,2,large,3,1
fit,107270,34d,156607,160.0,8.0,party,"I wore this dress for my schools winter gala, and it was amazing! Like others said, the straps were long. ",hourglass,"I loved this dress, it had a beautiful pattern that went well with black and blue.",dress,66.0,20,20.0,2016-02-26,6.0,1,small,3,2
small,857203,32b,181453,92.0,8.0,wedding,"The dress was snug but in a good way! I received tons of compliments the whole evening! 

I typically wear size 0  and this size 0 was quite snug. Since I am so petite (only 5' 0"") the dress hit below my knees. After ordering this dress, it got me hooked on Rent the Runway! All my friends asked me how it worked, and I was delighted to tell them the details!",petite,Want to make a fashion splash? This dress does the trick! ,dress,60.0,1,28.0,2012-11-04,1.0,2,large,5,1
large,88691,34b,126335,140.0,10.0,wedding,"My back-up size for the original dress that I choose was not available, so they sent me this dress as a backup.  If I didn't love the first dress so much, this would have been a beautiful alternative.  It fit so well and hid my stomach (which is post baby).  I will definitely be renting this dress in the future if I have somewhere dressy to go!",pear,Wish I had somewhere else to go....,dress,62.0,12,38.0,2013-08-15,1.0,2,large,4,1
fit,494310,34c,164593,140.0,10.0,wedding,"The dress was beautiful and flattering.  My boyfriend LOVED it as did everyone else- i received compliments from everyone from my friends to the bridal party to random other people.  One of my guy friends told me that people approached HIM commenting on how gorgeous my dress was.  I paired it with nude pumps and a nude shawl.  My backup size was a 10 and I wish I had sized down to a 6 instead, the 8 looked fine (my normal size) but I would have liked to see how it looked a little tighter.  ",hourglass,The mother of the bride told me I looked like a movie star!,dress,65.0,16,30.0,2013-01-08,2.0,2,large,3,1
fit,453477,34b,1497935,140.0,10.0,party,The dress is just gorgeous. I love the fit of this dress. I received many compliments.,athletic,"Flirty, Classy, and beautiful material. ",dress,68.0,8,37.0,2017-06-28,6.0,0,fit,1,0
fit,246256,32a,131117,105.0,8.0,wedding,A little long but perfect fit,pear,Love this dress,gown,61.0,1,28.0,2013-05-20,3.0,1,small,4,2
small,47807,34b,987052,130.0,10.0,party,"What a fantastic dress for a great price! One little thing, it tends to catch on things because of the beading. Would definelty rent this dress again:)",athletic,"Beautiful dress, lots of compliments",dress,68.0,8,40.0,2016-04-04,5.0,1,small,1,2
fit,249152,34d,1691700,130.0,8.0,wedding,"This dress was so comfortable and slim fitting.. I absolutely loved it! Fits true to size, easy to wear with a strapless bra. The only problem I had was the second layer kept riding up but I made it work! ",hourglass,This dress was perfect for an all black wedding! ,dress,62.0,8,29.0,2017-11-16,3.0,1,small,3,2
fit,666260,34d,137585,145.0,8.0,wedding,Just be sure you have an appropriate bra for the low back.,hourglass,Perfect for a 'Great Gatsby' wedding!,sheath,66.0,12,33.0,2016-11-16,6.0,2,large,3,1
fit,883846,34b,131698,138.0,10.0,wedding,"This dress fit perfectly. I am usually a 4P, and this dress fit true to size. I am 5'2 and wore 4.5 inch heels, and the dress barely brushed my toes in the front. The color was unmistakable, and I was the only one wearing red at the wedding, which made this an unforgettable dress! It was very comfortable to dance in. This dress fit snugly in the bust, waist, and hips. As I get a tad bloated after eating/drinking, this dress did show this by the end of the night. So I would not recommend to someone trying to hide the belly. I did not wear a bra nor spanx with the dress, as the material is very sensitive in the rear, and would have shown the spanx outline, so I decided to take them off. There is built in wiring/lining in the waist and bust. 
Customer service was extremely helpful. My first choice dress was damaged, so I could choose another dress, and when that one did not fit, they overnighted me this dress. ",hourglass,"This dress was a marvelous color, fit super snugly and hugged all my curves! I loved it. ",gown,62.0,7,30.0,2014-08-11,10.0,1,small,3,2
fit,592448,34c,168592,137.0,10.0,formal affair,"All previous reviews said it ran long, so even though I'm 5'9 I got a 4R because I planning on wearing low heels. it fit perfectly. really nice thick material",hourglass,"I LOVED this dress, pretty sweetheart and fitted top but the peplum makes it extra flattering. ",gown,69.0,8,24.0,2014-04-18,6.0,1,small,3,2
fit,658704,36b,2160087,140.0,8.0,everyday,"interesting pattern, easy to wear",hourglass,cute comfortable romper ,romper,62.0,14,33.0,2017-04-18,4.0,2,large,3,1
fit,423063,34c,126335,130.0,8.0,formal affair,The dress was a perfect fit! The only small issue that I had was the sequins scratched under my arm after being in the dress for a long time and dancing all night. ,hourglass,I got a lot of compliments and it was perfect for the Gatsby themed ball at my college. ,dress,68.0,8,23.0,2014-01-28,5.0,1,small,3,2
small,178320,36b,2755484,140.0,8.0,work,I rented the skirt portion to wear for a White Shirt Day at my company's Conference. The goal was to style your white shirt to reflect you. I got so many compliments on this! The fit was a little tight so I had to wear the Size 4 - didn't even try on the Size 2. Perfect for accentuating tiny waists - but Curvy bottoms beware - I had to shimmy over my bum carefully so the zipper wouldn't rip - but was all good once I got it over. ,pear,So many compliments!,skirt,63.0,8,28.0,2016-07-25,2.0,1,small,4,2
fit,753944,34b,2726376,130.0,10.0,vacation,"I wore this to Disneyworld, and it was perfect! Lightweight and forgiving, but most of all happy! I will definitely rent this again this spring. ",full bust,Happy Disney shirt!,top,66.0,20,37.0,2017-12-26,3.0,2,large,2,1
fit,67602,34b,126335,150.0,10.0,other,"I normally wear a 6, but the 6 was squishing my chest.  Overall, this dress is great and I got tons of compliments.  It did take two of my girlfriends to zip me up and my underarms were a bit sore for a few days from the sequins, but I already knew this from reading all the other reviews.  I wore dark gold accessories and a regular bra.",hourglass,I wore this in New Orleans for my 40th birthday.,dress,66.0,16,42.0,2015-01-16,0.0,2,large,3,1
small,595328,32d,1424454,125.0,10.0,party,"I loved, loved, loved this dress! It made me feel sexy, and my boyfriend loved it. I rented it for my birthday party, and the looks and the compliments in the restaurant were endless throughout the night. It's definitely short (even on someone my height), so taller ladies should be aware of that. The shoulder detail adds to the appeal of the dress, too - highly recommended!",petite,One word: Amazing.,dress,64.0,8,31.0,2014-11-18,4.0,2,large,5,1
fit,606812,32d,148089,132.0,10.0,wedding,"I rented this dress and the same dress in blue previously and love them. It is a little snug in the arms but the fabric has some stretch, so it was just fine. The color is vibrant and you can wear a regular bra with the dress. Definitely would rent again!",hourglass,Beautiful color and beautiful fit.,dress,64.0,8,31.0,2015-01-31,7.0,2,large,3,1
fit,145839,34c,187984,125.0,8.0,party,Loved it! Wore it to a baby shower,hourglass,"Casual, cute, and fun",dress,68.0,4,30.0,2017-09-25,6.0,2,large,3,1
fit,554339,36d,127495,130.0,6.0,other,"The top was too loose - baggy at the waist, long in the arms, and boatneck too wide.",pear,I didn't wear it! Too big on top.,dress,63.0,8,33.0,2014-04-04,3.0,2,large,4,1
fit,603555,34a,126335,130.0,8.0,wedding,"comfortable, great fit.",athletic,Great dress for a Vegas wedding,dress,69.0,8,35.0,2014-08-11,3.0,2,large,1,1
fit,864213,36b,721424,128.0,10.0,date,The fabric is thicker that makes it warm and stretchy. Which was perfect for a chilly night. It was a great length (right above my knees) . The bodice hugged my upper body and then perfectly opened up just enough. It was a great dress that made me look amazing and was perfect for drinking cocktails at the bar.,athletic,Excellent For a Date night,dress,62.0,8,31.0,2016-03-13,3.0,2,large,1,1
fit,942693,34b,344292,145.0,10.0,formal affair,"Absolutely loved this dress. The color is unique, but understated. The material of the dress is scuba suit ish and very flattering. The neckline is super sexy and classy. Love it. ",pear,Love this! Material is ridiculous.,sheath,68.0,12,29.0,2016-11-06,0.0,1,small,4,2
fit,265077,36b,155735,145.0,10.0,party,"This dress was gorgeous. I wore it to a rehearsal dinner and loved it!  I got so many compliments.  The beading on the top is beautiful and the fabric is very flattering and forgiving.  I vary in dress size, especially ones that are tight around my ribcage (which is where I am biggest)).  I ordered a 6 and 8 and ended up wearing the 8.   ",athletic,Perfect.,dress,71.0,16,29.0,2016-09-05,3.0,2,large,1,1
small,639652,34c,515827,117.0,10.0,work,"This is a really cute dress, but boy does it run small in the chest even for Saloni.  I wasn't even close to being able to zip the 4 up and I usually wear a 2 or a 4.  So if you are busty or have a large rib cage, size up!",hourglass,Runs very small in the chest!!,dress,63.0,8,42.0,2017-09-25,0.0,2,large,3,1
fit,763418,36c,128730,150.0,10.0,party,Dress is slightly stretchy so its comfortable. It hugs your curves well and the lace looks beautiful. I got many compliments on the dress. The chest is a bit tight so I did not need to wear a bra and not sure there is room for a bra anyway. It is the perfect dress for a cocktail party in the fall. It looks great with black heels and some black tights. This is the second time I have rented it and would rent it again! ,hourglass,I had an awesome night celebrating an award from Forbes magazine.,dress,64.0,16,29.0,2017-12-01,10.0,2,large,3,1
fit,272374,34c,125465,145.0,10.0,wedding,"I wore this for a black tie winter wedding, in Vail,CO. iEveryone complimented me on this dress all night. It was so easy to wear. Super comfortable. so fun to dance in! It is a gorgeous red color too!  I am very glad I got the 6. It is my true size and fit perfectly.. I wore short heels and it was perfect length... Had I worn my 4-5"" heels, i would have needed the 6 long. (i am almost 5'8"")",athletic,"Red Dress, Cant be missed!",gown,68.0,12,32.0,2014-03-28,-2.0,2,large,1,1
fit,158769,38d,1896772,170.0,8.0,party,"I should preface this by stating that my review is very much based on my ""real girl"" body -- so if you are in shape, then this dress, like most dresses, will look great on you.

For me, it did not do wonders.  I'm a stereotypical ""apple"" and did not find this flattering at all.  The only ""pro"" from that perspective, to me, was the fact that the top was cut in such a way that it hid the ""chub"" where my arm and body meet.

All of that said, the fabric is pretty.",apple,"A Solid "" B""",dress,68.0,24,43.0,2014-10-12,2.0,2,large,0,1
fit,504032,32b,1194539,117.0,8.0,formal affair,"There were some times that I didn't like the cut out, but still wasn't that bad. ",petite,It fit perfectly and was a hit at my graduation! ,dress,62.0,1,28.0,2016-12-28,4.0,2,large,5,1
fit,443290,32d,1621234,130.0,6.0,party,Maybe I've gained weight?  I think the wide straps were not flattering.  I didn't feel confident. Maybe this is better for someone with wider hips and a skinnier waist.   Or perhaps someone who is just rail thin? ,apple,"The dress is a pretty pattern and trendy, but not flattering on me",sheath,69.0,8,36.0,2015-04-21,1.0,2,large,0,1
fit,619658,36d,302356,120.0,8.0,work,Slightly on the short side (and I am only 5'). Comfortable stretch.,hourglass,Comfortable & stylish,sheath,60.0,8,37.0,2016-02-06,2.0,2,large,3,1
small,778882,32d,1636573,145.0,10.0,work,"I wore this to a teacher banquet, and absolutely loved it! It does run small- even though I usually wear an 8 I sized up so it wouldn't be as form fitting for this occasion. It was almost too tight . It did fit especially small in the chest area. If you don't want really fitted you may want to consider sizing up 1 or even 2 sizes.
Having said all that, I got so many compliments, and the lines are so flattering. I loved the crisp white with the black lace contrast. My husband loved this dress. I will rent again, just this time I will up two sizes to a 12.

",hourglass,Great lines and fit!,dress,68.0,20,44.0,2016-05-11,4.0,2,large,3,1
fit,140422,34b,2329479,118.0,8.0,everyday,comfortable,straight & narrow,fun work skirt,skirt,66.0,4,42.0,2016-01-07,4.0,2,large,6,1
small,762200,34d,646552,125.0,8.0,wedding,"This is a beautiful dress. Details are immaculate. Fit is a bit small, especially in the arm holes. I'm 5'4"" and it hit me at the knee, which added to the matronly-ness in my opinion. I prefer a midi or mid-thigh length personally l",athletic,Cute but a little matronly,sheath,64.0,8,33.0,2016-08-09,2.0,2,large,1,1
fit,845608,34b,1424883,120.0,10.0,date,Wore this on a date with my boy friend who was not super jazzed about seeing a RTR bag arrive at our apt for an ordinary Saturday night while we are trying to save to buy a house!  Knew it was a winner when even he admitted  the dress was great.  Was cute with black stockings and booties for a wintery evening.   ,athletic,Loved this dress!  Just the right blend of fashionably dressed and not trying too hard.,dress,64.0,4,41.0,2016-01-24,2.0,1,small,1,2
small,583735,36c,1415952,140.0,8.0,wedding,I received several compliments. Love where it hits on the leg. A little tight in the arms.  I usually wear a 6 but wore backup 8. ,hourglass,Very pretty and unique dress.,sheath,66.0,16,46.0,2017-11-22,1.0,2,large,3,1
fit,472310,34b,1106101,130.0,10.0,wedding,"It was very comfortable, easy to wear dress.  The only delta I can give it is that it wrinkles fairly quickly - but I didn't mind because the wedding was on a farm.  ",hourglass,I received a lot of compliments on this dress!,dress,63.0,14,33.0,2017-08-18,2.0,1,small,3,2
small,423263,36d,132738,130.0,8.0,formal affair,"I am 5'11 and I ordered a Long, however I had to wear flats because it was so much shorter than I thought it would be. Also this dress fit me much lower cut in the bust than the pictures I saw of the other girls reviews. Great dress and the sparkle was perfect for New Years, got a ton of complements which makes a new mom feel great!!!",athletic,I had a baby three weeks before NYE and this dress definitely helped hide the post baby body areas! ,gown,70.0,25,33.0,2014-03-31,-1.0,2,large,1,1
fit,695818,32c,1520680,146.0,10.0,wedding,"I fit into the 4 but it was snug and I prefer room to move, so I wore the 6. It was great, I danced the night away, helped the bride change and never felt constricted. The fabric was soft and light, perfect for a hot and humid day! ",athletic,"This dress was perfect, I felt confident, beautiful and comfortable! ",dress,67.0,12,41.0,2017-09-05,10.0,1,small,1,2
small,546301,32b,862446,115.0,10.0,formal affair,"This dress is GORGEOUS. It was perfect for my vision of Old Hollywood glam/Great Gatsby style for my recent engagement photos. The sequins are not overly gaudy - they seem the shimmer in the light! And the slit on the side is sexy but not too high. As others have mentioned, it is a big snug in the midsection, and runs a bit short. I ordered the 0L and 2L, and ended up wearing the 0L. I'm only about 5'5, but with my 4 inch heels, the regular would have been too short. The long worked perfectly! The midsection was a little tight, which is why I wanted the size 2 as a backup. The bust, however, is a big large for someone with a small chest, like me. I would have worn the 2L had the bust not been big on me. My advise is order a size up as backup, but if you are small in the bust, you may end up sticking with your usual size. It really is a lovely dress, and I highly recommend renting it!",straight & narrow,The dress made my engagement pictures a HIT!!!,gown,65.0,2,31.0,2016-05-20,0.0,2,large,6,1
fit,106267,32a,1764436,116.0,6.0,work,I rented this dress thinking I would wear it to work but it looked a little too well worn and had an overused look that I didn't like. The dress puckered in the rear where the zipper ended and didn't lay flat which would have caused me to tug and pull the dress down periodically so I decided not to wear it and returned it instead.,athletic,Well worn,sheath,65.0,4,42.0,2017-12-18,-1.0,2,large,1,1
fit,933801,34d,147440,118.0,10.0,everyday,"I thought this dress would be textured since it was called ""pebbles"" but is really this beautiful lace instead. Was surprised but a great dress and very pretty. Sexy although covered. ",petite,Pebbles =  Lace,dress,67.0,4,32.0,2016-01-13,0.0,2,large,5,1
fit,500850,34d,1072638,130.0,10.0,party,"This dress is so flattering and beautifully made. I wore this to a wine dinner fundraiser at an upscale restaurant. The embroidery on the dress looks hand done and is so rich in color. I wore with fuchsia suede pumps and minimal jewelry because of the metallic thread, just earrings. You have to wear a strapless bra. The hips were snug, but the waist was loose. Fit perfectly on top.",hourglass,This dress is so beautiful!,dress,63.0,12,53.0,2016-09-13,3.0,1,small,3,2
fit,163446,36b,152662,125.0,10.0,wedding,I ordered both size 4 and 6. Normally I am a 5 so I can go either way depending on the designer. I am glad I went with the 4 as the 6 fit but it was a tad bit loose. I wore this to a wedding and got a lot of compliments as to how beautiful and elegant I looked in this dress. ,athletic,Loved everything about this dress! ,gown,64.0,8,33.0,2015-01-07,3.0,1,small,1,2
fit,975206,34b,2771463,130.0,10.0,other,"This romper is perfect for summer! It is very true to size, stretchy, and lightweight. I would recommend wearing a strapless bra and wearing the romper off the shoulders. If you're not comfortable with that, this romper still looks great wearing it on your shoulders. There is plenty of stretch and this was so comfortable to wear. ",hourglass,Stylist Review,romper,66.0,8,25.0,2016-02-10,0.0,2,large,3,1
fit,30803,34b,1896920,125.0,10.0,formal affair,"I rented this dress last minute for a black tie event in the city. I am normally a size 4 but since I decided to rent so last minute the size 4 was not available. I ended up getting a 6R which was a little big over the hips and in the arms but it wasn't too noticeable and quite frankly it was really nice to not have a super tight dress when you have to sit down for a 3 hour dinner and award show. The length of the dress was a little short for me as I was wearing 4"" heels with a 1"" platform so if I would rent this dress again I would go for a 4L in size. 

Overall I'm really happy with the dress and would recommend it for any formal affair such as a winter gala, wedding, holiday party etc.",athletic,Unique and very flattering dress perfect for a formal affair. Got SOO many compliments!!!,gown,67.0,12,33.0,2014-12-06,5.0,2,large,1,1
fit,697555,34ddd/e,548104,125.0,10.0,formal affair,This dress fit beautifully !!!! Very high quality fabric and construction.  I will definitely use RTR again.,hourglass,Charity event for children.,gown,64.0,8,52.0,2017-11-06,0.0,2,large,3,1
fit,601487,36b,2131950,141.0,10.0,everyday,:),hourglass,"LOVED THIS. Was warm, beautiful, and easy to throw on over any thing",sweater,68.0,14,31.0,2017-11-15,8.0,1,small,3,2
small,286911,32dd,1008562,128.0,4.0,wedding,I did not wear this dress because the size I ordered (4L) did not fit correctly.  I have a larger chest (32DD) and the strap did not seem to look appropriate.  I think this dress would be very pretty for a petite build (I'm more athletic).,athletic,Pretty color.,gown,67.0,9,30.0,2017-01-13,1.0,2,large,1,1
fit,367578,36d,305868,145.0,8.0,party,I normally wear Petite clothing because I am short (5').  The dress showed my bra at the arm holes and gaped - I wore a simple white jacket with it and it solved the trick.  Loved the quality construction and the hue was subtle and not garish.  Rented  necklace that had spring colors and paired well. ,athletic,Great dress for daytime church and outdoor reception. ,dress,60.0,24,52.0,2015-03-30,3.0,2,large,1,1
fit,376680,34b,154002,130.0,10.0,other,"I wore this dress for 238th Marine Corps Birthday Ball in Santa Fe, NM.  I fell in love with this gown the minute I opened the box.  It is gorgeous, true to size and very comfortable. I received a lot of compliments trough out the night and turned a few heads as I was walking the hall ways! this dress fit the occasion perfectly! I will definitely  be renting RTR again!",straight & narrow,This dress is truly INSANE! ,gown,66.0,12,38.0,2013-11-06,-2.0,1,small,6,2
fit,855336,36c,1982904,140.0,10.0,date,"Perfect fit, so comfortable.  I wore a strapless bra and you couldn't see the lines through the dress.  Many compliments and it fit to size. ",hourglass,peekaboo,sheath,69.0,14,39.0,2015-09-17,0.0,2,large,3,1
fit,155486,34d,168610,120.0,8.0,formal affair,"I'm 5'4"" and a busty, so I ended up wearing my back up size (4R). Unfortunately, it was a little too long even with 4"" heels, so if you're short I would recommend ordering a petite. Other than that, the dress fit beautifully, and I would definitely use rent the runway again!",full bust,"I got tons of compliments! I wore this dress to my sorority formal, and it was perfect!",gown,64.0,8,23.0,2014-03-24,5.0,1,small,2,2
large,398605,34d,2063202,130.0,8.0,date,I wore this to dinner and a show. It was so comfortable. Definitely runs big. ,hourglass,So comfy ,romper,60.0,14,36.0,2014-08-18,0.0,2,large,3,1
fit,403623,36d,130727,130.0,8.0,party,"Top a bit big as I'm slightly short waisted.  The sequins under the arms may be a bit much if you wear for a while.  And top reveals a bit too much cleavage for me.

Didn't get to wear to event as it was canceled due to weather so I don't have 'wearing' experience, just wishful trying on!  
Would rent again.",hourglass,Nice looking.,dress,66.0,24,54.0,2015-03-03,3.0,2,large,3,1
small,462359,32d,783906,115.0,10.0,other,"LOVED it and got tons of compliments. I was pleasantly surprised that its kind of a sweetheart neckline instead of straight across. This was a ""new"" herve rental for RTR so it was in perfect condition and not stretched out at all.  I usually wear XS for herve rentals but sized up for the size S this time, it was just more flattering and comfy.",athletic,Amazing dress!! ,dress,62.0,8,38.0,2014-07-16,4.0,1,small,1,2
fit,585961,36b,1108555,130.0,8.0,wedding,"This dress fit beautifully for the most part - I'd say it ran pretty true to size.  I am normally a 4, and the 4R fit right through the bodice.  The only ""negative"" was the long length - I am 5'6"" and even with 3-inch heels the dress was a bit long.  I had to be careful not to step on it throughout the night.  I did wear a nude strapless bra with the dress.  There is not lining under the lace details, but the back strap of the bra was barely visible through the lace.  I loved the colors of this dress - the navy was classic, but the aqua provided a pop of contrast/fun.  The even was a black-tie optional wedding.  This dress was formal, but the sleeveless and sheer skirt details made it a bit more casual than a formal gown - perfect for a spring wedding.",athletic,I received so many compliments on this dress - wish it was something I could keep in my closet!,gown,66.0,8,29.0,2015-04-21,3.0,1,small,1,2
fit,680645,34b,129831,130.0,8.0,wedding,"I wore this dress for a family member's wedding/anniversary celebration.  The dress fit true to size as it said.  It hit just above the knee for me with the length.  It was a little snug around the waist area, but still easy to move around and dance in!  The sleeves fit well but became a little tight as you raise your arms up.   Overall, the color is amazing and perfect for a fall or winter wedding/formal affair and comfortable to wear  thru out the day. I would rent this dress again!",petite,Beautiful dress and great color!,dress,63.0,12,34.0,2015-09-09,6.0,2,large,5,1
fit,656487,36b,137585,155.0,10.0,wedding,"Great dress!   I wore this as a bridesmaid in my sister's June, Texas wedding and got a TON of compliments.  I wore a NuBra with it - though I probably didn't need to - and used fashion tape to keep the shoulders in place.  I would definitely recommend this dress to anyone considering it.",athletic,This dress will make you feel like a million bucks.,sheath,67.0,16,34.0,2014-06-20,2.0,2,large,1,1
small,893577,36c,1625102,145.0,8.0,wedding,"I found the dress mostly true to size. For a size 12, which I felt more comfortable in, the bust area was a bit tight.
I found a strapless minimizer bra that fit well and did not leave me tugging and pulling. For the chestier ladies I would
highly recommend it with this dress.  I did get compliments and felt the sparkle for a  Saturday night formal wedding.",full bust,I paired the dress with a delicate crystal headband and sparkling earrings.,dress,66.0,24,59.0,2014-08-24,3.0,2,large,2,1
fit,513184,34d,164051,128.0,10.0,party,Runs true to size and the fabric is thick enough to hide any flaws. ,athletic,Wore this in Vegas and got so many compliments! I wore it backwards so the V was in the front. ,dress,66.0,8,30.0,2015-03-01,2.0,1,small,1,2
small,989308,34d,795254,135.0,10.0,wedding,"The fit was very small. If i did it again I would get a bigger size, but other than that the material is amazing and unique. ",hourglass,"I received so many compliments on it, although the dress was super tight! ",dress,63.0,12,25.0,2017-07-26,5.0,1,small,3,2
fit,579546,28f,1673742,103.0,10.0,work,"I am petite and this dress fit perfectly.  It hit above the knee, so it was work appropriate.  However, I also wore it to a weekend event.  One of my favorites.",hourglass,Versatile and Cute,dress,60.0,1,28.0,2017-06-21,2.0,2,large,3,1
fit,402042,34b,979016,130.0,10.0,other,"This dress fit great and was a flattering little black dress. It was very low-cut and fitted, but worked perfectly for a girl's night out on the town. I could have worn either the S or XS, but went with the XS for a more tight fitting look. The fabric did not have much stretch though so arms were a bit tight and I was unable to wear a bra due to the cut of the front but the fabric was thick enough to be supportive. Overall a very fun dress-- I would definitely rent again! ",hourglass,Very sexy dress for a girl's night out! ,sheath,62.0,4,28.0,2017-07-13,3.0,0,fit,3,0
large,495352,34b,224069,130.0,8.0,wedding,"Depending on the dress I can wear a 6 or a 12, this makes RTR difficult. I wish I ordered the 6 for this dress although the 8 worked well enough. It could have used a steamer, but I still felt beautiful. ",hourglass,Stunning color,dress,63.0,16,28.0,2017-10-31,4.0,2,large,3,1
large,823207,34c,725242,140.0,10.0,formal affair,"This dress perfectly, true to size! It is made out of a thick material so you don't have to wear a bra with it if you don't want to. The color photographs beautifully and the length was just right! Sad I couldn't keep this dress in my closet.",athletic,"LOVED this dress! Perfect for my semi-formal, got compliments all night!",dress,69.0,8,20.0,2016-12-11,8.0,1,small,1,2
fit,302995,36d,1857455,130.0,10.0,wedding,"Beautiful dress for a beautiful wedding! I received so many compliments all night. The fit is very flattering. I just had a baby that left my lower midsection with a slight pooch and this dress provided just enough flow to hide it. I also didn't need to wear a bra as the top of the dress is fitted with a bit of  a stretch. I was completely comfortable all night in this dress. My only hangup is the color is not as pink as pictured, which I kind of expected after reading other reviews, but it was still a nice light blush color. RTR is my go-to for all events now.",hourglass,I wore this dress to a gorgeous roof-top wedding.,dress,63.0,24,26.0,2017-04-10,2.0,1,small,3,2
fit,976802,38c,2712258,175.0,10.0,work,"I'm 5'4"" and can't wear most RTR trousers because they are too long. On me, these were ankle length rather than calf length--perfect! The flare is just right. The fabric is stretchy and thick, so it smooths and it does not wrinkle. These traveled well in a suitcase.",hourglass,I love these trousers. ,pants,64.0,24,51.0,2017-06-18,3.0,2,large,3,1
fit,3596,32d+,1210233,120.0,8.0,wedding,"I still can't put my finger on what I didn't live up to my expectations about this dress. The color is lovely and the texture is unique, and the fit was mostly great. The boning in the torso was uncomfortable as the night went on, but that was my only fit issue - I didn't even have to wear a bra, which was a nice surprise because that just doesn't happen for me with 32DDs. I think I was thrown off by the high-low skirt, which isn't my favorite cut, but I thought it worked for this style. Maybe I wanted the skirt to be a little fuller? It sort of looked like it was hanging there. Overall, it was a fun summer dress, and I'm glad I tried it.",full bust,Not exactly Belle,gown,65.0,4,29.0,2015-08-18,0.0,2,large,2,1
fit,260418,30ddd/e,1919019,135.0,10.0,wedding,"I felt like a queen in this dress. It's pretty perfect. The back is so flattering, the front gives a little peek but not too much, with the lace center. It was the perfect length for me in 4"" heels (for reference, I'm 5'4""). True to size.",hourglass,FLAWLESS. I wish I owned this dress.,gown,64.0,8,32.0,2017-07-20,3.0,1,small,3,2
